karma,networkExp,bedwars_beds,bedwars_bedwars_challenger,bedwars_bedwars_killer,bedwars_collectors_edition,bedwars_level,bedwars_loot_box,bedwars_slumber_ticket_master,bedwars_wins,challenges,all_timeBEDWARS__defensive,BEDWARS__offensive,BEDWARS__support,Bedwars_openedChests,Experience,_items_purchased_bedwars,beds_broken_bedwars,beds_lost_bedwars,coins,deaths_bedwars,diamond_resources_collected_bedwars,emerald_resources_collected_bedwars,fall_deaths_bedwars,fall_final_deaths_bedwars,fall_final_kills_bedwars,fall_kills_bedwars,final_deaths_bedwars,final_kills_bedwars,games_played_bedwars,games_played_bedwars_1,kills_bedwars,losses_bedwars,void_deaths_bedwars,void_final_deaths_bedwars,void_final_kills_bedwars,void_kills_bedwars,wins_bedwars,Cheat
310,229430.0,58,0,136,91,8,5,0,20,0,0,11,17,14,29017,4132,58,189,16824,463,682,155,15,5,0,5,214,98,241,242,225,220,234,60,26,67,20,0
210,428073.0,117,0,192,33,11,0,0,22,0,0,27,51,0,43280,3985,117,187,29180,376,1620,1097,3,3,2,7,188,121,241,241,570,204,235,86,31,143,22,0
100,212476.0,34,0,118,53,8,8,0,20,0,0,5,37,21,28012,2096,34,95,1889,222,939,414,2,3,2,3,99,62,125,125,224,103,106,31,16,61,20,0
375,581370.0,33,0,141,231,9,11,0,20,0,0,5,36,33,36527,2519,33,134,46902,495,915,611,8,0,3,8,155,83,182,184,354,161,292,48,24,121,20,0
10,438552.0,33,0,156,163,9,0,0,33,0,0,9,49,0,34605,4065,32,86,31046,206,1578,429,8,3,4,6,99,144,133,133,291,99,88,31,51,155,33,0
305,239768.0,22,0,119,0,8,6,0,12,0,0,3,29,11,31767,1638,22,82,69524,564,977,499,9,0,0,4,90,62,114,115,304,93,324,50,31,170,12,0
705,597236.0,348,0,483,487,25,3,0,38,0,0,43,64,9,116643,18185,347,912,85080,1963,2426,1618,78,54,4,34,900,299,987,990,1111,948,1190,360,89,453,38,0
7860,1841939.0,410,0,938,2888,76,5,25,227,0,0,58,36,0,367869,34546,410,1984,211064,5622,1751,3137,177,65,18,101,2039,533,2417,2519,2912,2133,3193,731,168,1276,227,0
105,359985.0,44,0,96,125,10,12,0,18,0,0,7,42,35,39268,3092,44,156,6664,484,1290,556,5,1,0,14,171,66,203,204,388,178,252,60,20,149,18,0
225100,1233579.0,733,3,1484,565,32,33,0,86,0,0,179,55,93,149597,21640,730,808,21103,2688,2104,491,69,17,18,46,837,810,969,1075,1380,883,1586,286,219,504,86,0
45,562261,116,0,178,117,14,16,0,12,0,0,9,15,45,60680,7450,116,366,49780,983,689,450,35,8,1,6,386,178,396,396,428,384,558,148,75,195,12,0
15,440075.0,100,0,160,781,17,20,0,30,0,0,14,61,58,72380,4803,100,343,38169,2066,1866,1075,17,4,4,10,1161,157,1251,1295,562,1149,704,141,41,181,30,0
0,24432,16,0,65,3,3,0,0,11,0,0,3,0,0,2105,223,16,4,5951,7,2,0,0,0,0,0,2,65,13,13,21,2,2,1,13,3,11,0
1840,447762.0,190,0,418,72,11,6,0,34,0,0,54,19,17,46932,7892,190,176,8686,660,648,274,18,9,4,16,173,245,219,222,452,185,396,57,88,178,34,0
1075,275490.0,43,0,142,83,13,2,0,24,0,0,4,54,0,56327,5180,43,243,30050,475,1816,507,17,6,4,13,255,92,279,280,555,255,272,93,25,217,24,0
2135,230420.0,24,1,136,205,8,5,0,33,0,0,4,7,15,29271,2113,24,117,10074,629,246,66,16,4,0,13,118,70,170,171,339,127,377,30,27,164,33,0
6015,129998.0,16,0,59,178,6,6,0,8,0,0,0,18,15,21696,1534,16,103,4791,348,526,88,9,2,0,3,105,31,119,119,164,111,208,52,11,79,8,0
80,270751.0,121,0,195,253,10,35,0,14,0,0,18,54,105,38650,5517,121,349,64730,734,1551,638,18,7,0,8,358,139,382,382,273,368,493,114,21,87,14,0
208075,712441,187,0,757,514,29,2,0,97,0,0,24,21,0,133575,16155,187,1036,62319,3581,950,215,115,32,8,91,1211,466,1332,1333,2263,1233,1992,407,156,1036,97,0
3450,455045,77,2,133,143,10,11,0,24,0,0,19,23,33,37013,5818,77,136,25317,534,734,515,10,10,2,6,143,133,167,167,326,143,297,53,41,179,24,0
0,515915.0,92,0,273,162,13,13,0,30,0,0,16,36,17,56918,4817,92,173,8163,494,1253,492,18,7,3,8,170,155,205,271,535,175,267,49,34,196,30,0
60,65074.0,30,0,80,9,4,1,0,20,0,0,9,1,0,11220,1264,29,34,3999,128,74,48,4,1,0,1,37,81,59,59,97,38,66,19,17,25,20,0
0,169034.0,14,0,79,104,8,0,0,19,0,0,5,33,0,30294,2316,14,154,15962,382,958,195,4,0,1,2,163,69,182,182,134,163,187,60,8,51,18,0
0,13966,0,0,2,155,4,1,0,3,0,0,0,3,0,9898,747,0,37,1470,143,110,69,0,2,0,0,42,1,46,46,27,43,88,14,1,16,3,0
227805,322966.0,78,0,244,155,11,6,0,15,0,0,10,19,17,43841,5225,78,310,17020,948,850,523,4,5,0,10,334,139,360,364,616,344,586,123,37,256,15,0
37635,349349.0,124,0,444,250,10,0,0,23,0,0,28,26,0,39279,4289,124,224,18973,698,843,209,15,7,2,13,237,249,259,264,504,236,397,71,75,231,23,0
0,48189,18,0,22,12,3,0,0,3,0,0,5,0,0,2825,359,18,10,574,63,8,0,0,0,0,0,29,23,38,38,15,35,36,2,2,3,3,0
113895,730453,411,0,707,162,14,0,0,52,0,0,101,21,0,57405,12821,408,310,46541,1144,757,226,38,13,8,21,353,442,433,465,700,381,656,113,127,284,52,0
15,45906,11,0,14,8,3,2,0,3,0,0,3,2,4,4243,346,11,12,1038,45,61,33,0,0,0,0,12,14,22,31,43,19,26,6,2,7,3,0
20,337780,43,0,115,160,10,9,0,31,0,0,9,42,27,38876,4111,43,139,6458,527,1472,521,7,3,0,13,141,115,169,169,583,138,280,50,28,200,31,0
200,271793.0,3,0,11,0,3,3,0,4,0,0,0,7,6,6307,354,3,14,16790,53,140,38,0,2,2,2,14,7,18,18,67,14,35,3,1,38,4,0
3315,645017.0,90,0,292,403,15,2,0,56,0,0,14,28,3,62428,8842,90,352,24459,831,1753,1422,16,6,3,29,348,210,445,447,1005,389,421,129,63,347,56,0
2065,266798.0,152,0,502,188,8,1,0,30,0,0,43,26,0,28775,4433,152,122,64799,446,775,243,4,1,1,11,121,255,159,159,486,129,242,38,64,163,30,0
260,471463.0,14,0,81,39,12,3,0,37,0,0,0,38,6,50289,3049,14,187,88067,388,1383,315,6,1,1,3,186,41,222,231,357,180,219,77,11,154,37,0
45,312900.0,67,0,72,878,9,11,0,24,0,0,9,45,26,35961,3600,67,154,23614,449,1155,201,6,2,1,2,163,39,186,186,82,162,240,58,11,40,24,0
505245,4969302.0,623,2,1549,1818,116,114,0,342,0,0,81,178,338,554290,44042,623,1939,224830,6142,6033,3241,366,60,38,187,2059,949,2473,3158,2713,2130,3256,587,343,1077,342,0
1795,108563.0,11,0,35,43,5,4,0,11,0,0,2,5,9,13882,1586,11,48,12705,191,179,166,6,1,0,8,55,26,66,69,143,55,92,15,6,42,11,0
6595,1040352.0,319,0,640,163,10,9,0,59,0,0,88,55,27,41587,7163,317,160,127861,501,1587,232,5,2,6,12,141,356,227,228,551,167,302,53,93,187,59,0
184570,1401492.0,412,0,787,481,26,34,0,131,0,0,102,86,101,114350,18358,408,488,28769,1880,2625,1040,56,13,13,39,479,508,667,689,1164,529,1131,219,125,390,131,0
416155,1766664.0,348,0,1283,670,26,27,0,129,0,0,68,48,72,120074,16847,348,583,19551,1383,1738,744,52,14,18,42,562,662,729,730,1629,598,658,203,182,511,129,0
3085,352587.0,5,0,26,10,6,1,0,12,0,0,1,6,0,10481,906,4,64,2395,140,365,58,4,1,0,1,64,25,92,96,45,76,79,33,6,18,12,0
20,113629.0,34,0,88,45,6,0,0,17,0,0,9,12,0,18810,2338,33,79,9824,306,332,238,5,3,1,11,96,73,115,115,161,97,132,19,16,34,17,0
87250,799219.0,121,0,404,203,13,14,0,53,0,0,19,17,42,53559,6253,121,251,9288,937,819,401,24,2,2,24,256,209,330,337,736,276,429,78,60,287,53,0
244030,1024839.0,134,0,377,292,18,0,0,80,0,0,26,52,0,78037,8359,134,231,63103,1230,1453,1113,51,9,6,19,250,206,330,332,488,250,770,94,73,212,80,0
3915,433755.0,58,0,403,395,11,13,0,84,0,0,5,28,38,46044,3593,58,105,49029,599,807,797,12,1,2,17,106,214,199,200,714,112,319,33,61,281,84,0
0,12553,28,0,63,17,3,1,0,13,0,0,2,1,0,4481,926,28,40,1122,69,40,10,0,1,1,1,47,63,56,56,52,43,20,9,11,5,13,0
9480,221065.0,35,0,145,1,5,3,0,11,0,0,6,18,3,15802,2427,35,80,4350,217,599,320,5,3,1,2,81,92,104,104,221,91,118,26,22,81,11,0
25200,98258.0,8,0,44,25,4,0,0,5,0,0,0,4,0,7370,818,8,47,1852,125,149,39,3,1,0,2,53,37,60,60,75,55,49,16,6,21,5,0
4538145,3602911,159,0,518,956,40,33,350,115,0,0,20,45,96,189660,24762,159,967,34175,2944,1717,1272,130,62,20,124,993,518,1099,1158,2365,980,1535,261,171,919,115,0
4870,698922.0,115,0,260,327,19,0,0,28,0,0,17,50,0,82131,5939,115,527,43738,1142,1733,435,31,4,0,14,527,133,571,598,517,539,568,166,34,175,28,0
113815,2866852.0,563,0,1558,454,35,40,0,104,0,0,116,173,117,162335,24604,561,737,21257,2614,5490,1187,41,26,13,75,745,811,955,956,2559,832,1456,263,193,846,104,0
2050135,32785528.0,1556,30,4746,6382,143,165,0,680,0,0,209,260,476,691986,49102,1523,876,942793,4459,13434,7344,100,21,50,124,752,2759,1431,1643,4683,721,2587,326,774,1736,673,1
19917800,90112043.0,366,0,494,488,33,80,0,94,0,0,19,21,214,154955,5632,362,260,368950,876,2406,1863,23,5,8,18,229,377,320,341,859,233,372,91,151,409,87,1
10474095,37487604.0,352,0,1156,869,37,56,0,209,0,0,58,32,150,176035.0,11219,328,278,438369,1525,1746,1271,37,6,11,54,254,699,462,551,1747,266,850,99,238,811,196,1
84293565,298977556.0,11108,30,20842,8006,792,579,63491,3092,0,0,1339,443,1646,3860982,176516,10985,4170,8104314,11656,30500,22591,273,93,320,333,2984,15526,5966,6838,13764,2918,6427,1268,4229,5101,3009,1
13377655,101491251.0,6739,0,22279,4245,366,200,0,4083,0,0,1069,295,489,1779015,146311,6700,1815,1798079,16640,20825,10109,459,46,270,589,1315,13227,5504,5604,17207,1379,8776,541,4509,8001,4079,1
26274744,135360623.0,700,0,1121,8,43,59,0,278,0,0,12,14,111,202564,18989,700,324,126064,1294,3476,1001,48,9,27,91,273,1067,575,579,2367,296,645,100,415,955,278,1
65776440,88418176.0,1314,20,4491,4363,148,208,486,768,0,0,250,78,613,715984,33175,1283,915,874703,4486,4078,1907,138,33,61,160,821,2240,1542,1887,4190,816,2414,350,799,1983,699,1
18488910,158434360.0,2962,30,12795,19003,610,583,625,3680,0,0,438,1789,1712,2960527,193986,2946,3831,3583622,23184,79363,21975,586,96,213,647,3453,7400,7541,7671,20564,3632,12820,1226,2371,9173,3676,1
9147070,51881444.0,414,7,2116,508,89,92,25,416,0,0,46,170,279,433867,20527,414,652,666595,2944,10931,3751,93,19,33,147,570,1443,988,1095,4749,567,1618,224,518,2310,416,1
21053620,37404988.0,6308,14,21337,31318,748,469,425,7350,0,0,982,306,1382,3638001,286611,6289,7608,2129826,48689,15654,12082,1774,208,352,963,6974,13230,14124,15050,22035,6547,20821,2184,5255,11474,7337,1
65032705,237416783.0,151,0,1105,438,74,78,0,422,0,0,3,6,200,360411,25131,144,871,706988,3014,2381,1471,98,35,21,94,844,812,1279,1316,3078,830,1504,204,294,1325,420,1
24306925,70186913.0,302,0,1177,775,118,118,0,522,0,0,28,109,343,563453,30702,302,649,756127,3311,4518,3091,162,28,36,56,623,691,1135,1610,1539,598,1934,262,327,737,522,1
4660875,22999598.0,943,7,2256,3244,118,118,0,498,0,0,120,176,354,568925,55758,941,2198,321707,9700,7557,3253,211,57,42,113,2168,1151,2913,3152,3932,2317,5744,769,373,1783,497,1
1036691,21641428.0,10,0,67,60,4,6,0,18,0,0,3,7,17,11383,964,10,37,14792,81,341,183,2,0,1,5,36,34,56,56,171,37,45,15,15,66,18,1
1637355,6265760,6863,0,7678,2588,87,0,1380,1701,0,0,390,150,0,423037,75580,6807,760,833083,2651,12699,5196,69,11,174,139,178,7678,1866,1877,4104,175,1422,73,2055,1449,1700,1
478191,69844375.0,10,0,126,22,12,45,0,36,0,0,1,37,128,51145,3878,10,106,117335,192,2657,840,2,2,1,10,96,83,139,144,450,99,125,39,35,209,36,1
80162235,305197620.0,3484,7,10597,2591,263,380,199,1424,0,0,410,217,1114,1277844,84171,3399,2036,933010,12752,13391,6567,307,58,136,257,1805,6292,3297,3544,10689,1892,7816,822,2483,5596,1342,1
34157915,343717753.0,5348,4,18810,4051,392,309,0,2849,0,0,785,457,726,1909411.0,134717,5301,2109,2336467,14712,22494,12838,588,74,279,555,1558,10365,4311,4538,13164,1526,6737,528,3914,6176,2773,1
53084109,146474595.0,2185,30,5814,5827,178,219,0,1137,0,0,283,107,600,864802.0,51637,2167,723,685673,4579,6411,6564,189,27,99,155,510,3677,1632,1658,4071,488,2225,211,1633,2129,1130,1
79015,140278,0,0,0,2,1,0,0,0,0,0,0,0,0,700,8,0,1,10144,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
13474420,28467804.0,335,0,1873,438,79,13,25,402,0,0,54,306,23,382951,23304,334,750,476250,3012,8732,2496,86,55,30,141,699,994,1092,1182,3614,678,1737,269,374,1613,402,1
1688630,29835863.0,2657,0,6435,4466,226,251,199,1314,0,0,594,153,744,1091345,57054,2593,1139,723741,8455,7034,4365,216,34,95,253,873,4845,2194,2532,7076,871,4749,363,1798,3205,1299,1
8817773,46791860.0,50,0,218,39,16,48,0,47,0,0,6,22,132,70303,3728,44,86,168994,398,931,431,29,4,4,21,81,113,133,269,513,84,195,27,32,201,45,1
19609615,28751094.0,1189,7,3192,1895,242,164,6363,404,0,0,318,406,486,1171457,44700,1180,1059,27911,3727,11959,4724,149,43,59,198,913,1755,1346,2307,4727,935,1932,344,581,2092,403,1
2895761,24488227.0,45,0,212,82,9,25,0,30,0,0,6,36,72,35449,2515,45,86,95185,232,1029,361,3,6,3,5,86,115,116,118,343,86,123,29,36,130,30,1
906732,31463159.0,52,0,172,46,5,7,0,18,0,0,8,4,20,15302,2116,52,53,20242,259,323,94,5,1,1,5,51,91,77,77,194,59,130,20,32,85,18,1
41947135,96145210.0,5050,30,14524,4195,336,250,13575,1679,0,0,770,646,744,1631967,101713,5015,2526,3705255,9058,29175,16716,227,56,185,435,1959,7749,3669,3709,13638,1961,4957,761,2257,5191,1677,1
11725865,35062820.0,328,0,1228,14,22,11,0,411,0,0,1,5,0,98093.0,12517,327,139,109658,1263,1161,568,90,6,33,81,102,1224,512,521,1245,98,771,58,522,770,411,1
23939840,101660186.0,172,0,631,389,33,31,50,188,0,0,9,66,74,155987,9316,165,274,456652,768,4625,1956,25,6,8,36,243,527,430,447,1387,239,380,104,171,578,188,1
818520,5738423.0,49,0,138,597,11,33,0,35,0,0,11,42,94,44444,2849,49,98,157133,362,1482,602,12,1,0,2,99,75,144,158,340,108,220,55,26,159,35,1
406680,22727373.0,17,0,39,116,3,1,0,5,0,0,6,3,0,5818,301,17,11,29179,35,117,92,0,0,0,0,11,21,16,16,46,11,24,4,6,18,5,1
12936525,35035379.0,46,0,126,0,4,5,0,9,0,0,12,1,14,8781,1242,46,39,7249,186,74,40,2,1,0,2,35,64,48,48,135,39,126,18,33,75,9,1
17719514,46430628.0,2355,5,9515,5259,256,190,1717,1688,0,0,484,320,569,1245599,97042,2333,1764,1872806,12975,10860,3109,445,60,185,347,1574,5276,3203,3485,7020,1486,7253,670,1763,3355,1681,1
5671305,64541214.0,123,0,309,133,21,42,0,117,0,0,3,3,112,94005,8104,123,212,187475,873,1160,743,25,6,6,32,187,275,332,346,792,211,566,85,109,371,117,1
7256060,9504386.0,0,0,0,0,2,1,0,0,0,0,0,0,0,1080,67,0,5,6918,1,9,0,0,1,0,1,5,0,5,5,18,5,1,0,0,7,0,1
41975325,149276790.0,3844,0,12678,1216,225,252,0,2096,0,0,553,51,708,1089479,74078,3731,1382,392554,8964,4572,2981,384,37,166,357,1120,6350,3219,3491,8752,1119,4198,433,2397,4469,2047,1
497015,78535244.0,64,0,172,800,19,29,0,37,0,0,12,66,86,82281,2156,64,177,546562,597,1956,1249,2,2,1,1,177,129,220,222,340,179,357,92,55,148,37,1
1802845,22597141.0,736,0,2581,758,131,147,0,287,0,0,137,477,404,629648,49657,733,1671,190290,4906,14427,8809,168,68,46,283,1649,1352,2210,2401,7824,1866,2618,599,473,3289,287,1
5922085,63416259.0,31,0,120,23,12,8,0,35,0,0,1,47,14,49460.0,3625,31,152,51675,512,1908,837,14,4,2,12,153,75,192,192,383,155,310,87,30,158,35,1
67074759,190506910.0,6739,30,20404,3324,588,549,775,4853,0,0,678,329,1514,2864681,220954,6492,2982,2137694,14951,25554,24111,573,83,349,623,2185,11815,7040,7592,13345,2099,7166,783,5276,7378,4829,1
33455868,154528699.0,1765,30,5450,2518,148,250,0,1287,0,0,195,134,741,717115,49563,1755,1033,1084189,6415,5435,5960,279,32,102,214,916,2908,2250,2316,4482,915,3034,334,1065,2043,1282,1
157652605,317812106.0,2736,25,16538,3541,446,442,1400,3572,0,0,257,267,1298,2167287,141809,2706,2371,1437271,15231,14778,10468,647,69,268,737,1982,8462,5544,5884,14559,1920,7402,679,2412,5498,3535,1
293035,9375532,12,0,28,27,6,0,0,11,0,0,0,2,0,15344,1684,8,50,22610,169,157,33,1,1,1,3,53,18,59,74,77,48,109,18,3,33,11,1
0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14828423,58671964.0,12,0,28,0,5,4,0,11,0,0,0,0,0,13074,326,12,11,4231,43,132,87,1,0,0,3,10,28,19,21,98,9,17,1,5,27,10,1
25636600,54516408.0,6506,21,30972,4841,340,349,0,3927,0,0,872,244,1047,1652855,125735,6497,2137,325263,13718,17328,11316,464,73,449,814,1468,15979,5284,5527,16176,1345,6104,579,4700,6704,3925,1
39690500,139079029.0,779,30,3480,2604,342,264,29577,4590,0,0,32,182,770,1660042,71086,777,1178,4203314,9905,7435,4920,403,35,110,327,1072,3145,5649,5827,6071,971,5669,408,1140,2917,4558,1
52763540,126792067.0,1425,0,6093,791,129,158,0,2000,0,0,57,12,388,623579.0,45046,1392,324,1426668,2930,2576,1564,178,7,160,140,175,4670,1984,2241,3130,134,1159,85,1740,1328,1850,1
532285,17630473.0,0,0,10,0,2,1,0,3,0,0,0,0,0,3400,70,0,0,62104,3,1,2,0,0,0,0,0,0,1,5,2,0,2,0,0,1,1,1
8608186,69932604.0,610,0,1838,948,70,260,0,262,0,0,92,23,769,340091,20358,607,423,461476,1454,1585,2065,41,14,26,59,374,1038,656,712,1406,373,695,156,299,537,254,1
196485,1261713,187,21,281,272,11,0,0,70,0,0,13,3,0,43457,2303,187,13,297804,156,263,131,3,0,6,3,5,281,75,75,186,6,72,1,78,91,69,1
1236281,16305138.0,319,0,596,313,27,34,0,166,0,0,32,156,86,124420,8812,317,283,164388,1136,5631,3196,19,8,13,39,253,436,483,527,1424,301,751,142,150,539,166,1
19292785,36815224.0,94,0,457,257,17,24,0,64,0,0,18,32,63,72415,3392,94,113,73915,507,1081,639,12,2,7,24,107,242,182,185,784,109,300,48,74,288,64,1
44375060,108313142.0,2370,0,7952,1708,166,47,0,2118,0,0,333,66,1,805776.0,47880,2262,439,1541283,4961,5909,2557,284,14,175,285,237,5595,2192,2400,4570,222,2038,83,1675,1962,1966,1
24728170,93024567.0,9,0,59,22,5,1,0,26,0,0,0,2,0,15361,259,5,10,143320,46,73,24,2,1,0,1,10,22,19,55,65,9,30,3,8,23,10,1
126765,2904361.0,240,0,556,265,11,0,0,22,0,0,63,20,0,44154,7396,240,267,67089,817,898,129,10,6,8,28,306,408,340,342,747,318,422,88,153,280,22,1
52451345.0,55269605.0,453,0,560,4,500,998,0,373,0,0,48,44,42,2435000,5798,423,264,31431175,530,2998,1183,13,5,5,15,190,497,634,1618,814,254,315,78,142,335,349,1
695638,19860011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20381060,34175552.0,193,0,436,6,15,17,0,164,0,0,4,8,6,65963.0,4878,195,98,68092,613,1369,616,15,1,11,10,85,412,238,240,505,73,385,47,165,285,164,1
49358135,140015047.0,500,0,1230,137,64,39,0,278,0,0,36,77,85,308807,20894,484,604,253490,1378,5615,5590,52,14,26,90,532,978,819,850,2788,545,820,258,309,1020,270,1
15215562,180148413.0,579,0,1554,67054,60,105,0,411,0,0,48,62,270,291183,20920,553,304,416141,2204,5332,3520,57,7,23,39,249,1050,653,700,1795,256,1488,147,387,954,392,1
710095,7466172.0,12,0,47,32,3,3,0,9,0,0,2,1,6,6718,646,12,24,9689,71,113,44,3,1,0,1,22,32,33,35,95,24,41,10,9,47,9,1
936290,19561273.0,26,0,76,0,5,12,0,42,0,0,0,1,19,15539,1051,27,7,22808,232,206,94,4,0,1,2,6,74,48,49,142,6,146,3,31,86,42,1
12085,1449032.0,79,0,298,234,13,8,0,142,0,0,4,36,23,55115,7652,79,193,53526,879,1097,786,29,6,4,51,225,234,365,369,828,221,430,63,61,293,142,1
11915120,57510119.0,243,0,629,166,23,56,0,61,0,0,46,75,150,102191,12309,242,476,228982,1405,3936,1108,34,10,2,59,476,382,566,567,1699,501,804,171,150,789,61,1
70050,10900201.0,2,0,63,410,10,17,0,19,0,0,0,41,51,38023,1760,2,142,66322,524,1285,202,10,3,0,11,153,33,166,199,310,147,275,43,15,120,19,1
2502645,12125779.0,401,0,2129,2133,62,43,0,418,0,0,71,145,125,298463,22318,401,476,453662,2743,4323,1509,108,9,25,117,428,1077,856,896,2751,416,1229,173,278,987,418,1
6902420,15019761.0,497,0,2068,159,65,16,0,447,0,0,75,224,0,315206,24366,494,966,419628,3156,8242,12389,73,16,28,120,888,1036,1371,1371,4297,900,1618,316,282,1492,447,1
11524385,55209984.0,510,4,1712,1033,65,84,0,259,0,0,109,106,237,313142,13069,492,415,257138,1542,4039,2855,29,2,22,64,375,986,650,712,2176,389,867,165,287,860,253,1
5435480,8739906.0,6,0,46,4,6,0,0,16,0,0,0,6,0,21944,1276,6,59,19866,201,421,265,4,3,0,5,62,36,90,90,233,70,98,20,14,103,16,1
15289565,38048275.0,1522,1,3799,1603,134,149,0,681,0,0,223,455,420,647362,73690,1512,2599,426657,10729,15407,5177,250,71,64,206,2507,2276,3328,3455,7045,2603,6941,1112,728,2934,681,1
32302620,106327147.0,76,19,1432,865,224,119,224,2993,0,0,13,789,357,1084961,53172,76,553,1929219,1704,26613,834,24,5,29,46,365,752,3234,3619,1512,241,1050,130,399,800,2992,1
8930300,15249486.0,247,0,1056,78,17,47,0,91,0,0,57,45,137,74184,8814,244,280,45459,912,1386,830,30,7,14,35,265,519,439,457,1120,343,459,86,167,418,87,1
3055425,29612751.0,1,0,6,0,3,0,0,4,0,0,0,1,0,4308,151,1,12,53631,37,55,39,0,0,1,0,14,5,21,22,28,17,29,8,2,12,4,1
10993344,89648943.0,9015,30,33853,21333,499,300,6853,6346,0,0,1794,589,892,2431682.0,244292,9014,5140,2841924,33304,25892,18264,1036,165,463,975,4049,19460,9765,9918,22319,3413,18664,1930,6658,9793,6345,1
478910,7501076.0,226,0,926,162,17,1,0,99,0,0,47,47,0,72833,6681,224,74,148347,579,1185,493,16,1,12,29,56,493,152,164,603,57,308,20,143,228,95,1
3541730,28383245.0,262,0,1346,38,29,28,0,178,0,0,50,80,68,134983,10662,262,185,75982,1060,3320,1876,25,5,18,51,160,745,350,356,1743,161,458,62,205,656,178,1
2058225,7526268.0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60631690,247031621.0,1514,30,6526,11085,173,250,0,1381,0,0,130,36,689,840539.0,38594,1466,638,1756142,4618,4152,2986,149,12,98,200,457,4125,1791,1915,5158,403,2096,172,1231,2052,1376,1
98030,2000111.0,356,0,846,215,46,51,0,119,0,0,51,50,153,220235,22793,356,883,42151,2913,2041,2657,96,29,10,63,878,448,1007,1036,1517,846,1775,349,159,648,119,1
58062459,152118143.0,1561,30,8066,2311,245,275,6067,1717,0,0,183,190,789,1186653,49644,1551,866,3511958,6097,10653,2916,266,36,118,284,696,4757,2363,2506,6218,648,2714,291,1689,2771,1704,1
61761515,625098112.0,2198,13,12313,1533,282,691,124,4292,0,0,238,134,2066,1375559,92841,2170,1180,2812602,10331,8108,5952,451,35,174,434,936,6829,5128,5679,7074,821,4541,291,1867,2835,4254,1
459575,24002200.0,1861,30,8111,1438,254,256,1315,2190,0,0,239,59,678,1232829,40524,1817,599,1084243,10414,6239,3520,302,26,120,308,468,5535,2537,3070,10742,404,6149,230,2025,5800,2128,1
6468436,19697649.0,66,0,364,76,15,15,0,45,0,0,14,59,45,63188,4339,66,83,104874,228,1846,792,5,3,2,15,66,184,118,119,718,68,129,32,53,295,45,1
5,1237334,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
842620,10612043.0,310,0,516,88,25,33,0,107,0,0,17,18,65,112332,8727,310,239,117603,783,1648,1220,17,7,11,26,195,403,327,363,1045,219,431,83,167,435,107,1
8310770,59078968,2012,30,6255,4157,279,615,37062,2365,0,0,249,143,1845,1359562,64809,1983,682,2512869,9280,7872,3150,299,18,162,259,530,6255,2796,2977,5281,441,4140,199,1698,2221,2354,1
24018,57424386.0,671,8,1713,1787,94,22,349,668,0,0,64,38,66,457410,21032,658,429,970098,2863,2237,1047,174,10,61,258,374,1694,1024,1054,2560,358,1431,144,476,1060,665,1
5859500,78059914.0,572,0,1422,406,65,88,0,447,0,0,52,97,217,315989.0,17596,570,428,452067,1728,5646,1136,44,11,22,44,348,1033,789,815,1682,322,963,161,355,835,445,1
34231168,62451205.0,473,0,1397,589,63,60,0,380,0,0,51,60,157,303340,18806,466,330,397677,2343,3703,1370,72,13,24,44,290,845,686,712,1587,296,1458,140,379,920,379,1
14412120,32711147.0,874,1,2899,311,83,251,76,386,0,0,184,189,738,402149,32402,874,692,1207625,2992,7149,3417,73,27,22,99,638,1494,1030,1037,2765,638,1721,280,465,1059,386,1
1987700,24711272.0,0,0,2,0,1,1,0,2,0,0,0,0,0,1142,25,0,2,25296,5,14,4,0,0,0,0,2,2,3,3,12,1,3,1,1,7,2,1
35068800,111014515.0,29,0,81,24,8,127,0,18,0,0,1,1,308,29664,1111,29,35,413706,117,593,330,2,0,2,5,28,70,55,55,178,37,67,21,17,81,18,1
21285574,114087862.0,251,0,1013,48,50,87,0,410,0,0,3,44,201,238558,11272,251,207,539462,1114,9367,2650,27,8,23,86,169,952,566,573,2797,157,580,66,282,1190,408,1
25479145,113694987.0,4012,0,12767,2080,318,250,0,2086,0,0,645,390,725,1539803,134961,3899,2926,2101561,13371,20030,12618,419,91,164,420,2460,6805,5090,5494,10688,2980,7581,1102,2395,5184,2029,1
7883109,58654499.0,280,0,938,2793,57,59,25,339,0,0,8,221,147,276544,23184,280,885,358392,2902,17913,4494,57,14,11,66,842,667,1323,1351,3059,949,1805,413,279,1494,339,1
9131815,58167980.0,70,0,340,168,8,13,0,46,0,0,4,21,36,30869,2661,70,39,44207,222,1282,344,7,2,7,22,30,171,82,84,425,36,105,11,52,204,46,1
