karma,networkExp,bedwars_beds,bedwars_bedwars_challenger,bedwars_bedwars_killer,bedwars_collectors_edition,bedwars_level,bedwars_loot_box,bedwars_slumber_ticket_master,bedwars_wins,challenges,all_timeBEDWARS__defensive,BEDWARS__offensive,BEDWARS__support,Bedwars_openedChests,Experience,_items_purchased_bedwars,beds_broken_bedwars,beds_lost_bedwars,coins,deaths_bedwars,diamond_resources_collected_bedwars,emerald_resources_collected_bedwars,fall_deaths_bedwars,fall_final_deaths_bedwars,fall_final_kills_bedwars,fall_kills_bedwars,final_deaths_bedwars,final_kills_bedwars,games_played_bedwars,games_played_bedwars_1,kills_bedwars,losses_bedwars,void_deaths_bedwars,void_final_deaths_bedwars,void_final_kills_bedwars,void_kills_bedwars,wins_bedwars,Cheat
10,34070,12,0,45,1,2,0,0,5,0,0,4,0,0,1775,193,12,4,5442,5,9,6,0,0,0,0,3,45,7,7,9,3,3,1,6,1,4,0
50,512870.0,97,0,147,281,12,0,0,16,0,0,11,46,0,49707,4964,97,246,95800,606,1565,1054,5,8,1,6,246,77,282,288,327,264,372,105,29,134,16,0
19093435,20067990.0,5369,11,11529,4956,219,141,274,2845,0,0,855,637,417,1059842,149778,5338,2145,926046,13867,29924,13566,394,75,255,459,1677,10406,4407,4530,13039,1536,7706,738,3632,6297,2844,0
2070,183744.0,35,0,169,230,13,0,0,55,0,0,1,13,0,54815,4403,35,174,36201,748,425,452,15,4,3,13,184,86,254,384,499,198,455,52,29,187,55,0
6750,308852.0,108,0,204,214,8,0,0,11,0,0,25,11,0,27804,4009,108,165,14017,514,400,222,5,5,0,6,189,116,214,233,329,202,320,61,29,87,11,0
325,457216.0,45,0,127,219,8,9,0,31,0,0,7,26,27,29473,2819,45,54,17884,351,959,439,3,1,1,5,62,66,94,99,151,63,173,22,17,59,31,0
38380,394712,359,0,657,282,12,1,0,46,0,0,70,22,0,48529,11101,357,311,53525,966,841,284,25,6,5,21,354,416,421,422,564,375,502,100,150,241,46,0
525,484220.0,235,0,503,345,14,15,0,39,0,0,49,18,45,60674,7424,234,295,12213,1077,848,268,27,15,4,23,301,257,356,357,744,317,558,83,67,238,39,0
38140,692470.0,99,0,312,170,9,13,0,24,0,0,26,28,38,33986,5925,99,87,29795,423,637,445,9,2,2,9,93,173,117,118,371,93,239,31,51,156,24,0
12140,2786043.0,531,1,1183,928,54,58,0,196,0,0,96,85,171,258171,35555,530,1399,40587,4603,2823,1993,134,38,14,84,1488,643,1821,2179,1829,1618,2531,475,191,677,196,0
2525,262666.0,36,0,82,543,15,16,0,29,0,0,3,48,48,60334,3165,36,259,28464,926,1550,224,9,6,0,7,267,46,310,311,340,280,487,96,9,115,28,0
7800785,21503507.0,1445,0,5619,1264,194,213,0,975,0,0,249,377,635,947380,70387,1435,1719,594657,8117,14593,3876,251,59,79,235,1577,2783,2624,2991,6539,1564,4624,694,890,2900,968,0
8551040,19528195.0,40,0,126,0,9,26,0,17,0,0,6,21,72,33380,2056,40,65,121221,312,706,297,4,2,2,11,64,68,84,87,282,64,200,32,34,153,17,0
122355,584738.0,388,1,627,373,18,10,0,75,0,0,76,16,30,77634,14508,385,532,73003,1732,879,253,49,20,10,24,651,370,762,765,813,686,959,158,110,300,75,0
21765,316435.0,147,0,304,159,11,1,0,28,0,0,31,32,1,46739,5522,146,290,13502,837,885,465,17,5,4,11,313,170,353,361,532,324,532,119,52,206,28,0
4995,682318.0,54,0,140,147,8,4,0,26,0,0,14,16,10,28635,3270,54,72,20794,294,514,186,4,2,2,3,70,75,103,106,209,76,138,25,20,104,26,0
4405,323809.0,60,0,355,466,10,0,0,55,0,0,14,32,0,39238,3024,60,70,19302,770,792,748,17,4,7,10,81,211,138,138,482,83,407,22,78,202,55,0
22860,1011178,115,0,391,371,40,41,0,110,0,0,15,90,117,189512,27355,115,838,67333,2696,2940,1075,91,23,9,59,902,327,1004,1008,1234,892,1695,292,94,468,110,0
1755,458969.0,11,0,121,72,14,20,0,25,0,0,1,31,55,61641,2152,11,158,21987,549,930,279,6,2,2,6,163,66,200,289,314,169,327,59,31,139,25,0
5,67852,6,0,9,1,3,0,0,0,0,0,1,0,0,1675,280,6,20,258,54,1,0,0,1,1,0,32,9,43,43,23,43,22,10,1,9,0,0
0,657.0,0,0,0,0,1,0,0,0,0,0,0,0,0,550,15,0,0,8,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
527230,521365.0,116,0,257,256,16,16,0,38,0,0,22,56,48,69145,5847,116,437,31872,663,1911,387,12,6,5,17,442,174,494,497,616,455,346,147,26,155,38,0
173605,470373.0,24,0,134,155,9,6,0,18,0,0,1,51,18,36098,2870,24,148,24834,361,1543,462,3,0,0,5,149,73,175,176,433,127,193,57,14,157,18,0
11975,520054.0,69,0,239,108,11,15,0,43,0,0,12,25,45,44194,5208,69,151,22405,573,768,306,11,1,3,6,174,128,237,252,373,192,269,49,37,127,43,0
87050,630892.0,200,0,458,319,15,19,0,50,0,0,40,33,57,63326,6684,200,266,64246,849,1105,571,17,4,5,19,302,258,442,474,768,391,402,98,61,273,50,0
720,1121151,111,0,207,7,8,9,0,46,0,0,10,15,12,29594,4594,111,125,37460,469,1578,783,8,3,3,9,133,205,219,238,401,169,286,63,56,170,46,0
50235,1220138.0,163,0,606,470,24,26,0,89,0,0,19,53,78,108482,14090,163,617,16271,1923,2022,1123,41,19,3,19,622,360,734,772,997,619,1188,252,156,455,89,0
1085,429223.0,47,0,143,86,10,5,0,24,0,0,9,44,6,37579,3015,47,182,21501,448,1230,924,4,1,1,8,181,84,220,248,375,192,258,58,21,151,23,0
60,247641.0,120,0,408,76,11,2,0,13,0,0,22,12,5,44002,8869,120,290,21443,1118,470,269,26,3,5,14,309,218,332,338,570,319,686,119,79,246,13,0
22890,381028.0,100,0,272,162,12,2,0,27,0,0,17,62,0,50435,7850,100,224,14318,720,1885,1038,32,7,2,14,245,143,304,335,635,277,320,64,45,245,27,0
717685,11804052.0,248,0,880,951,49,21,0,274,0,0,22,41,63,234239,23087,248,1227,45570,4469,2491,1212,169,32,24,134,1384,626,1711,1811,2346,1437,2426,419,208,1050,274,0
1009110,2011346.0,62,0,131,289,11,24,0,17,0,0,8,28,72,44080,4493,62,185,17903,724,962,441,11,6,1,11,191,70,245,283,314,225,368,58,23,109,17,0
322440,16147636,20,0,22,4,2,3,0,5,0,0,5,1,8,3154,366,20,14,935,39,42,19,0,0,1,1,15,22,23,23,43,18,21,9,2,5,5,0
2805,161506,8,0,25,0,3,1,0,3,0,0,2,2,2,4004,340,8,16,16186,27,52,40,1,0,1,0,16,22,23,23,49,20,7,5,4,9,3,0
1030600,2358222.0,967,1,2812,1344,45,2,0,462,0,0,213,108,3,215050,35487,966,695,262136,4638,3579,1681,233,29,92,275,1383,2246,1920,1955,4055,1429,1527,196,809,1747,461,0
1490,217762.0,78,0,187,194,13,1,0,30,0,0,12,17,3,52570,6609,78,406,16454,563,679,348,17,8,1,8,417,145,452,455,418,421,274,150,21,124,30,0
90,277689.0,89,0,281,81,11,5,0,44,0,0,15,28,15,44585,4428,88,229,30182,452,922,433,9,4,0,12,242,242,294,296,457,249,202,78,38,138,44,0
485,524630.0,96,0,212,286,18,21,0,44,0,0,11,22,54,77043,6420,96,423,44342,1465,1021,498,24,8,1,4,441,131,526,566,473,463,819,151,45,217,44,0
6105,273468.0,182,0,556,187,13,4,0,45,0,0,33,7,12,47668,6888,182,246,15687,824,463,321,18,7,11,16,263,292,325,329,678,278,388,90,80,258,44,0
655,294695.0,71,0,164,110,9,8,0,22,0,0,13,33,17,34323,3364,70,147,3892,395,1073,374,7,2,6,3,152,107,180,187,319,157,192,48,27,115,22,0
948945,2475009.0,377,0,982,1378,73,74,0,203,0,0,70,228,210,354959,31793,338,1083,112558,4482,5054,2115,105,28,14,112,1123,728,1432,1917,3552,1238,2692,499,217,1390,153,0
20311,3851572.0,1421,0,3347,1673,93,92,0,280,0,0,280,321,275,456404,71726,1403,2834,182041,6840,10121,3842,254,178,48,224,2794,1720,3118,3309,4296,2838,3654,1020,560,1574,278,0
36035,2141666.0,242,0,596,2383,57,61,274,118,0,0,19,236,183,273417,29624,242,1528,209775,4415,7963,3151,165,36,13,102,1576,541,1698,1791,3176,1580,2508,603,162,996,117,0
115,517011.0,142,0,152,1,13,13,0,58,0,0,3,3,17,53685,13759,142,731,28495,1392,5737,2158,24,10,0,17,753,149,894,896,908,835,777,283,44,349,57,0
14945,36437,5,0,13,2,2,0,0,2,0,0,1,1,0,2165,377,5,18,410,63,21,15,1,0,0,2,31,13,41,41,26,39,23,6,1,8,2,0
0,256079.0,35,0,152,330,13,10,0,47,0,0,6,56,26,47102,4309,35,145,61050,468,2345,454,12,6,3,12,142,85,188,189,373,142,276,55,28,122,46,0
4120,582632.0,347,0,559,305,11,11,0,38,0,0,103,4,33,45316,7273,346,252,11407,1135,257,125,39,5,6,18,243,296,305,308,551,267,646,94,92,267,38,0
24465,459733.0,158,0,484,144,15,9,0,104,0,0,31,17,27,63656,9050,158,228,31033,1296,670,348,54,8,3,44,278,310,396,403,1035,286,756,67,76,377,104,0
290,537522,38,0,110,269,12,13,0,25,0,0,9,21,39,45988,1737,38,84,30133,335,671,293,5,1,3,7,93,70,125,170,313,99,150,24,25,153,25,0
3505,581670.0,269,0,499,479,16,17,0,38,0,0,70,25,51,67872,8968,267,407,14896,1330,982,308,22,6,4,15,409,255,477,487,845,422,758,153,60,318,38,0
10340,187363.0,28,0,108,67,5,7,0,16,0,0,7,13,21,16843,2176,28,56,10264,224,291,165,5,1,5,8,86,78,104,104,151,88,106,20,22,72,16,0
130,260741.0,37,0,128,28,15,1,0,37,0,0,2,59,0,62045,6711,37,273,78748,697,1879,529,14,1,4,19,296,78,341,342,403,299,382,107,22,180,37,0
505245,4969302.0,623,2,1549,1818,116,114,0,342,0,0,81,178,338,554290,44042,623,1939,224830,6142,6033,3241,366,60,38,187,2059,949,2473,3158,2713,2130,3256,587,343,1077,342,0
0,22978,15,0,59,0,1,0,0,6,0,0,5,0,0,1362,214,15,4,446,2,5,0,0,0,1,0,1,59,7,7,5,1,1,0,5,3,6,0
5410,237039.0,69,0,203,216,9,3,0,10,0,0,12,0,9,28139,3542,69,167,11366,757,123,253,14,6,4,17,194,113,233,235,397,223,394,64,24,130,10,0
0,7892,15,0,16,4,1,0,0,5,0,0,2,0,0,1125,103,14,0,306,7,2,0,0,0,0,0,1,19,6,6,16,1,3,0,2,4,5,0
0,80,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,202221.0,29,0,50,16,4,0,0,12,0,0,9,6,0,8960,956,29,25,18282,100,125,34,0,0,0,3,25,51,39,39,74,27,62,7,20,40,12,0
110,281234.0,35,0,96,730,11,8,0,13,0,0,7,21,14,46947,3316,35,247,80954,478,776,414,7,4,1,3,264,54,296,309,185,271,258,106,13,59,13,0
0,22121,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,750,30,1,3,72,8,8,0,0,0,0,1,4,2,4,4,15,3,3,1,2,5,1,0
0,3000,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,67116,209,0,247,52,5,2,0,42,0,0,9,3,5,15640,1738,208,13,10187,60,367,28,1,0,0,2,3,247,46,46,141,4,30,2,36,29,42,0
0,4097,4,0,7,1,1,0,0,2,0,0,1,0,0,1062,62,4,2,150,7,0,5,0,0,0,0,1,7,7,7,4,5,1,0,1,1,2,0
92785,607919.0,23,0,119,113,9,3,0,29,0,0,2,22,9,35967,2422,23,111,20047,351,625,189,9,4,0,8,115,68,149,192,222,120,200,36,18,82,29,0
0,68,0,0,0,0,1,0,0,1,0,0,0,0,0,575,14,0,0,32,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
50,15488,7,0,14,10,1,0,0,6,0,0,1,1,0,1358,140,7,0,308,18,10,0,0,0,0,0,0,14,7,7,13,1,8,0,5,6,6,0
0,7657,5,0,9,0,1,0,0,2,0,0,2,0,0,1082,72,5,1,164,5,6,2,0,0,0,1,1,10,4,4,20,2,2,1,0,2,2,0
286380,1770171.0,309,0,861,779,12,5,0,58,0,0,73,26,15,51856,6947,309,260,24567,1150,998,384,20,3,11,29,285,484,357,389,665,298,571,91,160,277,57,0
62315,380926.0,189,0,531,351,13,8,0,26,0,0,43,46,23,52486,6331,189,276,14215,1187,1331,343,15,6,0,21,293,297,326,326,897,300,738,106,86,286,26,0
0,62973,83,0,176,19,3,0,0,21,0,0,16,0,0,5209,559,82,6,1751,21,30,3,0,0,1,0,1,111,21,21,62,1,14,0,19,18,20,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,525,7,0,1,10004,2,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0
0,18642,15,0,20,11,2,0,0,3,0,0,3,0,0,1525,213,15,4,344,13,12,3,0,0,2,1,3,20,6,6,39,3,3,2,1,6,3,0
270,918073.0,202,0,516,311,10,10,0,37,0,0,42,29,24,40106,5227,201,131,15665,365,1028,644,8,3,7,11,133,260,188,190,472,110,179,48,68,151,37,0
74460,415400.0,137,0,248,208,14,13,0,32,0,0,24,22,39,58264,7575,137,391,24004,1558,1008,152,21,4,4,14,398,129,448,449,528,416,1119,138,50,201,32,0
11690,4986400.0,333,0,1551,2748,48,54,0,449,0,0,44,80,162,227711,24066,331,832,245987,4265,2564,1446,255,24,37,245,835,929,1286,1366,3707,835,2096,200,285,1463,449,0
94805,607909.0,168,0,344,233,12,15,0,22,0,0,42,21,42,46423,5565,168,219,25483,858,866,291,11,6,4,12,255,189,304,308,433,282,442,72,52,166,22,0
1585,250403,29,0,62,4,7,9,0,10,0,0,4,18,24,26259,2140,29,122,11364,449,592,361,12,4,1,5,125,32,150,172,175,138,280,48,16,102,10,0
159685,987453.0,197,0,510,623,17,13,0,54,0,0,43,45,39,74678,7898,197,334,56325,1585,1468,622,29,2,8,22,347,277,434,439,910,380,1013,119,85,402,54,0
0,19603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8310,2932430,905,0,1803,1238,45,2,25,173,0,0,173,25,2,216609,48173,904,1517,60868,6483,1860,880,144,33,43,215,2147,1803,2355,2362,5237,2180,2970,261,625,2349,172,0
0,3882,3,0,11,64,1,0,0,1,0,0,1,0,0,700,64,3,0,90,3,0,2,0,0,1,0,0,11,2,2,10,1,2,0,2,3,1,0
29815,1050520.0,17,0,136,99,12,10,0,43,0,0,1,36,24,49652,2886,17,113,97400,394,1608,575,12,1,0,15,122,79,177,224,371,131,218,54,28,140,43,0
7305,1109329.0,8,0,65,40,8,5,0,41,0,0,0,31,14,29399,1711,8,101,18472,210,783,107,5,2,1,1,117,35,158,159,132,112,121,40,10,44,41,0
320725,2072043.0,675,1,2182,1991,45,14,0,327,0,0,123,130,28,216758,29524,675,753,161055,2596,4643,3041,78,26,69,190,674,1790,985,1028,3825,656,1300,255,586,1481,327,0
3070,1476700.0,347,0,726,911,65,72,0,263,0,0,34,69,207,315608,19951,290,880,181138,4751,3609,2916,125,18,17,89,884,646,1199,1368,3456,925,2999,378,277,1813,233,0
29190,1520777.0,337,0,758,940,20,27,0,129,0,0,24,47,58,90409,12654,337,257,121121,1151,2657,1530,34,8,11,50,232,578,422,425,1557,288,719,114,178,635,129,0
1605,1049909.0,648,0,1087,505,20,17,0,86,0,0,165,100,51,88784,20654,645,593,45733,1795,2976,732,58,20,15,39,596,608,708,723,1098,622,947,198,149,306,86,0
2445,894115,923,0,1000,582,16,17,0,241,0,0,88,62,51,68250,9699,902,81,33954,424,3409,1409,7,0,21,43,28,1000,268,268,982,28,243,7,289,368,240,0
1838760,4057306.0,773,2,2066,1386,86,55,25,445,0,0,154,127,165,419278,45727,773,1310,333399,5557,4292,2602,261,64,53,234,1410,1610,1893,2359,4021,1427,2866,508,507,1705,444,0
26235,855034,409,0,996,518,26,26,0,149,0,0,94,42,65,117333,15124,409,376,125576,1270,1847,2176,33,12,24,67,351,996,498,501,2125,349,535,105,275,626,149,0
149650,897316,14,0,170,369,31,31,25,156,0,0,1,181,89,146240,15702,14,654,11087,1397,6603,461,50,14,6,36,657,170,788,790,1133,631,752,262,41,327,156,0
93580,543829.0,168,0,557,297,14,15,0,83,0,0,31,27,45,60683,6399,168,230,71813,866,849,553,33,10,10,31,233,285,333,334,642,242,487,78,82,244,83,0
225,558676.0,67,0,220,86,8,1,0,32,0,0,15,28,0,30655,3697,66,123,14220,392,785,463,7,3,3,17,125,119,164,164,453,130,172,45,25,171,32,0
85,202456.0,38,0,117,177,8,8,0,24,0,0,11,19,24,31190,2825,38,105,12542,462,587,150,7,2,1,2,115,66,145,145,208,121,242,38,20,85,24,0
55,468053.0,66,0,284,16,11,16,0,41,0,0,14,8,39,44664,4237,65,126,42873,501,234,189,16,6,5,21,143,153,189,271,358,147,290,46,43,120,41,0
115,581261.0,99,0,297,194,11,12,0,35,0,0,24,46,27,46643,6017,98,201,1436,964,1186,541,23,6,2,19,265,166,327,329,529,290,598,83,41,169,35,0
206565,882236.0,75,0,259,985,31,16,0,83,0,0,10,41,38,144751,12057,75,833,31771,2685,1581,792,70,14,3,46,880,226,964,978,1363,878,1534,245,65,480,83,0
430,265369.0,35,0,204,199,14,16,0,44,0,0,1,26,38,55732,4510,35,229,18535,650,985,799,15,8,1,10,233,111,298,301,350,253,330,84,24,131,44,0
70,4700,2,0,1,1,0,0,0,0,0,0,1,0,0,100,36,2,1,34,2,0,0,0,0,0,0,2,1,2,2,0,2,1,0,0,0,0,0
145880,648061.0,223,0,651,320,16,16,0,35,0,0,32,44,44,69318,8335,223,346,44200,1300,1872,828,20,5,5,19,396,338,480,528,922,437,781,148,97,358,35,0
0,10121.0,1,0,6,0,1,0,0,0,0,0,0,1,0,1105,73,1,3,183,15,16,0,1,0,0,0,3,4,4,4,10,4,11,1,1,3,0,0
0,11184,13,0,11,23,1,0,0,0,0,0,3,0,0,960,141,13,3,202,13,0,0,0,0,0,0,4,13,6,6,13,6,3,1,1,1,0,0
2795,66632,0,0,0,0,1,0,0,1,0,0,0,0,0,775,19,0,0,64,4,0,1,0,0,0,0,0,0,2,3,9,1,0,0,0,1,1,0
15,97696,52,0,67,35,3,1,0,5,0,0,13,3,0,6420,749,51,37,1744,102,81,16,2,1,1,0,39,43,45,45,71,40,47,4,9,22,5,0
0,3749,1,0,8,1,1,0,0,0,0,0,0,0,0,935,38,1,3,92,3,4,0,0,0,0,0,3,8,3,3,23,3,3,1,1,0,0,0
5,31873.0,1,0,0,10,2,2,0,2,0,0,0,4,5,3075,217,1,9,444,33,83,10,2,1,0,0,9,0,12,12,14,10,25,2,0,7,2,0
142110,2921430.0,193,0,349,140,6,1,0,32,0,0,57,19,2,21529,5505,193,76,13785,411,572,157,9,2,2,8,82,212,124,125,198,92,259,29,58,54,32,0
4635,837600.0,53,0,195,45,13,14,0,58,0,0,3,58,31,52511,3853,53,130,31314,324,2757,1114,3,2,2,15,119,160,190,191,601,124,180,50,49,204,58,0
0,7922,0,0,0,0,2,2,0,0,0,0,0,0,5,1742,71,0,5,192,10,11,0,0,0,0,0,5,0,6,6,2,6,8,3,0,0,0,0
10,147146,0,0,0,0,1,0,0,1,0,0,0,0,0,975,60,0,3,317,32,0,0,0,0,0,0,6,0,18,23,0,14,6,1,0,0,1,0
7145,442677,9,0,11,0,2,1,0,2,0,0,1,2,0,2190,344,9,3,624,48,56,19,2,0,1,0,5,9,10,10,15,8,29,2,5,9,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,181684.0,11,0,24,63,5,3,0,12,0,0,0,5,2,9004,930,11,40,12367,180,428,121,1,0,0,1,39,22,60,61,103,45,114,21,10,53,12,0
395,1585217.0,33,0,140,1,19,12,0,42,0,0,2,104,26,82918,5616,33,242,74957,764,3853,779,7,5,3,2,241,71,299,400,550,250,486,106,30,213,42,0
0,3682.0,1,0,4,3,2,2,0,0,0,0,0,1,0,2057,125,1,11,256,10,40,1,0,0,0,0,11,2,11,11,8,11,6,4,2,3,0,0
164540,1647658.0,324,0,1018,613,40,55,0,161,0,0,55,33,152,188703,15362,317,850,65112,4931,1977,775,103,25,14,63,837,552,1028,1095,2320,852,2856,355,195,1162,155,0
7430,447753.0,72,0,340,258,12,8,0,68,0,0,16,29,24,49496,5364,72,188,20795,670,937,585,15,5,6,19,186,172,287,294,562,215,426,71,42,197,68,0
34485,404499,286,0,490,86,9,0,0,44,0,0,65,42,0,33624,6803,281,178,3494,595,1121,508,11,1,7,14,187,265,245,245,374,201,383,63,85,127,44,0
5,74980.0,7,0,28,14,4,1,0,5,0,0,1,8,0,7654,858,7,31,1432,89,224,58,1,0,1,1,32,15,38,39,51,33,40,9,4,12,5,0
455,221890.0,91,1,157,221,16,12,0,11,0,0,9,23,35,62744,5651,91,482,28004,1029,776,269,19,15,2,4,519,97,543,545,334,532,665,154,33,111,11,0
1700,534469.0,104,0,463,241,10,12,0,47,0,0,27,34,30,41992,5622,104,177,26883,846,1061,466,17,4,3,37,217,242,281,281,879,225,499,69,68,282,47,0
1115,15465,7,0,29,5,2,0,0,4,0,0,2,0,0,1675,284,7,5,5374,71,3,3,0,0,1,0,8,29,10,10,41,6,9,0,10,10,4,0
0,34056.0,34,0,44,4,2,0,0,8,0,0,8,0,0,2162,319,34,6,5676,11,10,10,0,0,1,1,5,44,12,12,25,5,3,1,7,2,7,0
0,15070,10,0,38,1,1,0,0,2,0,0,4,0,0,975,146,10,3,256,0,12,1,0,0,1,1,2,38,4,4,9,2,0,1,6,1,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24407.0,6,0,6,57,2,0,0,1,0,0,2,0,0,2150,358,6,7,15352,27,9,4,2,0,0,2,9,6,10,10,52,9,10,3,0,13,1,0
60,54207.0,30,0,69,105,4,1,0,4,0,0,7,7,2,9845,1552,30,46,1817,92,226,106,1,0,0,5,49,35,54,54,86,50,40,12,10,14,4,0
70,23802.0,4,0,15,4,1,0,0,2,0,0,1,0,0,1197,85,4,2,194,9,2,0,0,0,0,0,3,15,7,7,1,5,5,1,2,0,2,0
0,74785.0,4,0,10,4,2,0,0,3,0,0,0,2,0,1512,178,4,3,286,12,30,15,0,0,1,1,5,8,9,9,12,6,4,2,2,3,3,0
0,7821,5,0,24,1,1,0,0,3,0,0,2,0,0,1192,112,5,1,228,9,1,2,0,0,0,0,2,24,6,6,7,3,3,1,3,1,3,0
4800,7481.0,3,0,9,0,1,0,0,1,0,0,1,0,0,750,32,3,1,5104,4,0,0,0,0,0,0,1,10,2,2,3,1,3,0,0,0,1,0
0,43505.0,2,0,0,0,1,2,0,0,0,0,1,2,4,1250,66,2,3,5136,17,24,0,0,0,0,0,4,0,5,5,8,5,9,1,0,1,0,0
0,42238,13,0,20,7,2,3,0,3,0,0,5,2,9,3117,334,13,14,1706,61,46,17,0,0,0,2,20,20,27,27,37,22,42,7,1,10,3,0
2100,7790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,525,7,0,1,4,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
10645,345015.0,7,0,41,6,4,8,0,1,0,0,1,4,21,10758,653,7,28,78610,70,145,61,0,0,0,1,29,22,39,39,92,33,39,12,11,44,1,0
0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,600,22,0,0,56,4,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,2,0
2380,442189.0,21,0,55,25,5,11,0,5,0,0,1,12,28,12241,1609,21,81,24860,160,603,219,0,1,2,1,81,36,104,105,111,96,96,35,4,42,5,0
5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,231372,3,0,10,8,3,2,0,3,0,0,0,5,3,5757,374,3,17,1120,80,182,54,5,1,0,0,20,10,24,24,32,21,44,3,3,6,3,0
205000,1944122,910,0,2762,664,38,1,0,408,0,0,161,77,0,177117,17726,906,143,205799,1484,3225,1110,89,1,38,78,98,1429,498,499,1626,91,686,35,392,619,407,0
18685,24195,14,0,36,38,4,0,0,26,0,0,1,3,0,8644,729,14,9,1946,51,93,33,2,0,0,1,10,28,40,50,58,14,23,2,15,22,26,0
97530,922816.0,43,0,347,157,20,19,0,56,0,0,4,36,56,89417,12786,43,538,103640,1893,1426,418,33,10,3,40,623,204,687,708,1294,627,1137,180,53,436,56,0
0,3832,2,0,4,0,1,0,0,1,0,0,1,0,0,637,19,2,1,56,2,0,0,0,0,0,0,1,4,2,2,1,1,0,0,1,0,1,0
15110,548365.0,157,0,379,405,13,9,0,42,0,0,29,59,23,55704,6134,157,621,59426,11521,1652,1251,13,12,8,16,10249,241,10643,10663,710,10122,346,75,87,266,42,0
115,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46740,661167.0,182,0,226,190,15,4,0,17,0,0,41,23,12,64844,7842,181,415,83447,771,903,141,22,11,3,14,431,141,460,560,391,443,375,93,51,138,17,0
34020,764792.0,176,0,698,238,12,10,0,62,0,0,35,38,23,45632,4718,176,199,39403,521,1123,704,11,3,11,23,271,397,363,374,737,298,203,66,75,239,62,0
1020,269775.0,5,0,44,154,12,10,0,24,0,0,0,26,22,48302,3173,5,200,11685,371,797,311,4,3,0,3,214,24,256,266,191,229,202,89,13,90,24,0
10,398407.0,46,0,190,320,13,16,0,25,0,0,5,52,48,54670,4414,46,273,18127,688,1688,609,18,8,2,6,284,100,320,321,577,294,320,81,29,163,25,0
1900,563886.0,21,0,84,14,12,2,0,43,0,0,2,54,5,50250,3449,21,136,22349,441,1800,653,10,1,0,2,150,45,212,222,294,160,235,50,14,118,43,0
490,323023.0,51,0,262,570,21,17,0,87,0,0,8,35,49,96970,11896,51,380,58023,934,1984,1057,25,11,2,23,387,139,488,538,747,399,473,155,39,288,87,0
0,110496.0,26,0,32,26,4,2,0,9,0,0,5,3,6,8450,1239,26,29,12586,41,91,31,0,0,0,1,29,29,40,40,28,31,19,6,7,13,9,0
0,4180,3,0,9,1,2,0,0,4,0,0,0,0,0,2082,225,3,3,322,7,3,0,1,1,0,3,2,9,7,7,10,2,6,0,0,0,4,0
15,262436.0,56,0,238,132,9,1,0,25,0,0,10,20,0,35551,2560,56,125,29883,454,568,390,5,1,2,12,127,151,162,166,433,127,249,45,38,136,25,0
1925,925369.0,133,0,751,714,36,10,25,111,0,0,17,113,24,167745,24783,133,596,171185,1737,3481,2427,50,22,14,124,614,560,720,721,3050,609,905,187,215,1154,111,0
0,303577,35,0,363,509,14,13,0,57,0,0,1,76,36,58687,4485,35,231,38171,762,2365,1447,13,2,10,14,233,197,290,290,705,233,394,68,62,257,57,0
0,55899,32,0,116,5,2,0,0,16,0,0,11,0,0,3044,766,32,4,1078,29,10,2,0,0,1,1,2,117,16,16,45,1,20,0,7,5,15,0
